apartmenttype,quarter,region,subregion,year,averagerent
1 Bed,1,Colorado State,Colorado Springs,1999,516.94
1 Bed,3,Colorado State,Colorado Springs,1999,535.24
1 Bed,1,Colorado State,Colorado Springs,2000,543.05
1 Bed,3,Colorado State,Colorado Springs,2000,586.01
1 Bed,1,Colorado State,Colorado Springs,2001,569.68
1 Bed,3,Colorado State,Colorado Springs,2001,621.17
1 Bed,1,Colorado State,Colorado Springs,2002,583.86
1 Bed,3,Colorado State,Colorado Springs,2002,560.06
1 Bed,1,Colorado State,Colorado Springs,2003,582.29
1 Bed,3,Colorado State,Colorado Springs,2003,594.7789002981119
1 Bed,1,Colorado State,Colorado Springs,2004,570.9284255319149
1 Bed,3,Colorado State,Colorado Springs,2004,594.651663405088
1 Bed,1,Colorado State,Colorado Springs,2005,578.7238165680474
1 Bed,3,Colorado State,Colorado Springs,2005,590.372800692
1 Bed,1,Colorado State,Colorado Springs,2006,599.06655563
1 Bed,3,Colorado State,Colorado Springs,2006,612.033464245
1 Bed,4,Colorado State,Colorado Springs,2006,601.834043332
1 Bed,1,Colorado State,Colorado Springs,2007,612.538473032
1 Bed,2,Colorado State,Colorado Springs,2007,587.279649811
1 Bed,3,Colorado State,Colorado Springs,2007,608.999047473
1 Bed,4,Colorado State,Colorado Springs,2007,598.53968254
1 Bed,1,Colorado State,Colorado Springs,2008,601.610447214
1 Bed,2,Colorado State,Colorado Springs,2008,616.20485516
1 Bed,3,Colorado State,Colorado Springs,2008,600.112531837
1 Bed,4,Colorado State,Colorado Springs,2008,592.18555637
1 Bed,1,Colorado State,Colorado Springs,2009,596.183813337
1 Bed,2,Colorado State,Colorado Springs,2009,619.864582343
1 Bed,3,Colorado State,Colorado Springs,2009,604.657435454
1 Bed,4,Colorado State,Colorado Springs,2009,624.515996541
1 Bed,1,Colorado State,Colorado Springs,2010,626.171190131
1 Bed,2,Colorado State,Colorado Springs,2010,623.580246914
1 Bed,3,Colorado State,Colorado Springs,2010,638.175904115
1 Bed,4,Colorado State,Colorado Springs,2010,648.012888027
1 Bed,1,Colorado State,Colorado Springs,2011,654.799694989
1 Bed,2,Colorado State,Colorado Springs,2011,666.8407574
1 Bed,3,Colorado State,Colorado Springs,2011,688.582688679
1 Bed,4,Colorado State,Colorado Springs,2011,680.186429885
1 Bed,1,Colorado State,Colorado Springs,2012,659.009485095
1 Bed,2,Colorado State,Colorado Springs,2012,683.454093567
1 Bed,3,Colorado State,Colorado Springs,2012,681.909315032
1 Bed,4,Colorado State,Colorado Springs,2012,695.426171925
1 Bed,1,Colorado State,Colorado Springs,2013,684.006205674
1 Bed,2,Colorado State,Colorado Springs,2013,712.74818314
1 Bed,3,Colorado State,Colorado Springs,2013,730.08028897
1 Bed,4,Colorado State,Colorado Springs,2013,700.393125361
1 Bed,1,Colorado State,Colorado Springs,2014,711.549387572
1 Bed,2,Colorado State,Colorado Springs,2014,750.815202392
1 Bed,3,Colorado State,Colorado Springs,2014,770.707401137
Efficiency,2,Colorado State,Durango,2009,NA
1 Bed,4,Colorado State,Colorado Springs,2014,745.374770115
1 Bed,1,Colorado State,Colorado Springs,2015,770.771375424
1 Bed,2,Colorado State,Colorado Springs,2015,786.476485149
1 Bed,3,Colorado State,Colorado Springs,2015,816.491707754
1 Bed,4,Colorado State,Colorado Springs,2015,NA
"2 Bed, 1 Bath",1,Colorado State,Colorado Springs,1996,509.82
"2 Bed, 1 Bath",3,Colorado State,Colorado Springs,1996,542.52
"2 Bed, 1 Bath",1,Colorado State,Colorado Springs,1997,547.61
"2 Bed, 1 Bath",3,Colorado State,Colorado Springs,1997,561.41
"2 Bed, 1 Bath",1,Colorado State,Colorado Springs,1998,569.43
"2 Bed, 1 Bath",3,Colorado State,Colorado Springs,1998,586.68
"2 Bed, 1 Bath",1,Colorado State,Colorado Springs,1999,589.09
"2 Bed, 1 Bath",3,Colorado State,Colorado Springs,1999,604.71
"2 Bed, 1 Bath",1,Colorado State,Colorado Springs,2000,608.69
"2 Bed, 1 Bath",3,Colorado State,Colorado Springs,2000,681.62
"2 Bed, 1 Bath",1,Colorado State,Colorado Springs,2001,650.35
"2 Bed, 1 Bath",3,Colorado State,Colorado Springs,2001,667.28
"2 Bed, 1 Bath",1,Colorado State,Colorado Springs,2002,660.06
"2 Bed, 1 Bath",3,Colorado State,Colorado Springs,2002,659.1
"2 Bed, 1 Bath",1,Colorado State,Colorado Springs,2003,658.49
"2 Bed, 1 Bath",3,Colorado State,Colorado Springs,2003,647.3761073475769
"2 Bed, 1 Bath",1,Colorado State,Colorado Springs,2004,599.478622327791
"2 Bed, 1 Bath",3,Colorado State,Colorado Springs,2004,653.506744718758
"2 Bed, 1 Bath",1,Colorado State,Colorado Springs,2005,635.0025593299209
"2 Bed, 1 Bath",3,Colorado State,Colorado Springs,2005,646.84806939
"2 Bed, 1 Bath",1,Colorado State,Colorado Springs,2006,660.997981477
"2 Bed, 1 Bath",3,Colorado State,Colorado Springs,2006,648.595068632
"2 Bed, 1 Bath",4,Colorado State,Colorado Springs,2006,653.336716792
"2 Bed, 1 Bath",1,Colorado State,Colorado Springs,2007,651.558635638
"2 Bed, 1 Bath",2,Colorado State,Colorado Springs,2007,625.227140432
"2 Bed, 1 Bath",3,Colorado State,Colorado Springs,2007,647.890315677
"2 Bed, 1 Bath",4,Colorado State,Colorado Springs,2007,638.02557153
"2 Bed, 1 Bath",1,Colorado State,Colorado Springs,2008,627.992418684
"2 Bed, 1 Bath",2,Colorado State,Colorado Springs,2008,630.2748955
"2 Bed, 1 Bath",3,Colorado State,Colorado Springs,2008,639.433962264
"2 Bed, 1 Bath",4,Colorado State,Colorado Springs,2008,630.009964682
"2 Bed, 1 Bath",1,Colorado State,Colorado Springs,2009,640.321763602
"2 Bed, 1 Bath",2,Colorado State,Colorado Springs,2009,643.462556969
"2 Bed, 1 Bath",3,Colorado State,Colorado Springs,2009,646.980034939
"2 Bed, 1 Bath",4,Colorado State,Colorado Springs,2009,633.268739815
"2 Bed, 1 Bath",1,Colorado State,Colorado Springs,2010,640.86410596
"2 Bed, 1 Bath",2,Colorado State,Colorado Springs,2010,645.414764079
"2 Bed, 1 Bath",3,Colorado State,Colorado Springs,2010,656.978524507
"2 Bed, 1 Bath",4,Colorado State,Colorado Springs,2010,658.00504923
"2 Bed, 1 Bath",1,Colorado State,Colorado Springs,2011,655.841963599
"2 Bed, 1 Bath",2,Colorado State,Colorado Springs,2011,678.2025267
"2 Bed, 1 Bath",3,Colorado State,Colorado Springs,2011,692.138753677
"2 Bed, 1 Bath",4,Colorado State,Colorado Springs,2011,697.791502463
"2 Bed, 1 Bath",1,Colorado State,Colorado Springs,2012,708.249188688
"2 Bed, 1 Bath",2,Colorado State,Colorado Springs,2012,714.882537385
"2 Bed, 1 Bath",3,Colorado State,Colorado Springs,2012,714.58426835
"2 Bed, 1 Bath",4,Colorado State,Colorado Springs,2012,726.132231405
"2 Bed, 1 Bath",1,Colorado State,Colorado Springs,2013,725.868697479
"2 Bed, 1 Bath",2,Colorado State,Colorado Springs,2013,759.31692077
"2 Bed, 1 Bath",3,Colorado State,Colorado Springs,2013,775.107125186
"2 Bed, 1 Bath",4,Colorado State,Colorado Springs,2013,748.073683041
"2 Bed, 1 Bath",1,Colorado State,Colorado Springs,2014,759.234201586
"2 Bed, 1 Bath",2,Colorado State,Colorado Springs,2014,797.33408324
"2 Bed, 1 Bath",3,Colorado State,Colorado Springs,2014,810.650691464
"2 Bed, 1 Bath",4,Colorado State,Colorado Springs,2014,794.970731707
"2 Bed, 1 Bath",1,Colorado State,Colorado Springs,2015,823.17550702
"2 Bed, 1 Bath",2,Colorado State,Colorado Springs,2015,850.142176709
"2 Bed, 1 Bath",3,Colorado State,Colorado Springs,2015,886.212237762
"2 Bed, 1 Bath",4,Colorado State,Colorado Springs,2015,NA
"2 Bed, 2 Bath",1,Colorado State,Colorado Springs,1996,650.0
"2 Bed, 2 Bath",3,Colorado State,Colorado Springs,1996,690.0
"2 Bed, 2 Bath",1,Colorado State,Colorado Springs,1997,701.38
"2 Bed, 2 Bath",3,Colorado State,Colorado Springs,1997,733.45
"2 Bed, 2 Bath",1,Colorado State,Colorado Springs,1998,723.51
"2 Bed, 2 Bath",3,Colorado State,Colorado Springs,1998,725.16
"2 Bed, 2 Bath",1,Colorado State,Colorado Springs,1999,745.26
"2 Bed, 2 Bath",3,Colorado State,Colorado Springs,1999,762.82
"2 Bed, 2 Bath",1,Colorado State,Colorado Springs,2000,771.65
"2 Bed, 2 Bath",3,Colorado State,Colorado Springs,2000,815.51
"2 Bed, 2 Bath",1,Colorado State,Colorado Springs,2001,767.76
"2 Bed, 2 Bath",3,Colorado State,Colorado Springs,2001,859.53
"2 Bed, 2 Bath",1,Colorado State,Colorado Springs,2002,808.6
"2 Bed, 2 Bath",3,Colorado State,Colorado Springs,2002,804.07
"2 Bed, 2 Bath",1,Colorado State,Colorado Springs,2003,821.39
"2 Bed, 2 Bath",3,Colorado State,Colorado Springs,2003,807.1557450628367
"2 Bed, 2 Bath",1,Colorado State,Colorado Springs,2004,831.6359365825015
"2 Bed, 2 Bath",3,Colorado State,Colorado Springs,2004,848.3185043668122
"2 Bed, 2 Bath",1,Colorado State,Colorado Springs,2005,848.4659279778393
"2 Bed, 2 Bath",3,Colorado State,Colorado Springs,2005,859.67111399
"2 Bed, 2 Bath",1,Colorado State,Colorado Springs,2006,872.562859113
"2 Bed, 2 Bath",3,Colorado State,Colorado Springs,2006,853.400275862
"2 Bed, 2 Bath",4,Colorado State,Colorado Springs,2006,863.762665148
"2 Bed, 2 Bath",1,Colorado State,Colorado Springs,2007,878.699984436
"2 Bed, 2 Bath",2,Colorado State,Colorado Springs,2007,868.405828663
"2 Bed, 2 Bath",3,Colorado State,Colorado Springs,2007,893.852672391
"2 Bed, 2 Bath",4,Colorado State,Colorado Springs,2007,944.593824312
"2 Bed, 2 Bath",1,Colorado State,Colorado Springs,2008,915.633862901
"2 Bed, 2 Bath",2,Colorado State,Colorado Springs,2008,943.513599671
"2 Bed, 2 Bath",3,Colorado State,Colorado Springs,2008,930.175976817
"2 Bed, 2 Bath",4,Colorado State,Colorado Springs,2008,916.282493247
"2 Bed, 2 Bath",1,Colorado State,Colorado Springs,2009,878.744102836
"2 Bed, 2 Bath",2,Colorado State,Colorado Springs,2009,933.730982094
"2 Bed, 2 Bath",3,Colorado State,Colorado Springs,2009,887.173258484
"2 Bed, 2 Bath",4,Colorado State,Colorado Springs,2009,896.627241305
"2 Bed, 2 Bath",1,Colorado State,Colorado Springs,2010,898.814224333
"2 Bed, 2 Bath",2,Colorado State,Colorado Springs,2010,921.452991453
"2 Bed, 2 Bath",3,Colorado State,Colorado Springs,2010,927.399518526
"2 Bed, 2 Bath",4,Colorado State,Colorado Springs,2010,926.683660934
"2 Bed, 2 Bath",1,Colorado State,Colorado Springs,2011,927.153257979
"2 Bed, 2 Bath",2,Colorado State,Colorado Springs,2011,950.296224796
"2 Bed, 2 Bath",3,Colorado State,Colorado Springs,2011,957.557379455
"2 Bed, 2 Bath",4,Colorado State,Colorado Springs,2011,955.740364474
"2 Bed, 2 Bath",1,Colorado State,Colorado Springs,2012,942.982001972
"2 Bed, 2 Bath",2,Colorado State,Colorado Springs,2012,991.636904762
"2 Bed, 2 Bath",3,Colorado State,Colorado Springs,2012,981.960195386
"2 Bed, 2 Bath",4,Colorado State,Colorado Springs,2012,975.459442724
"2 Bed, 2 Bath",1,Colorado State,Colorado Springs,2013,987.468855932
"2 Bed, 2 Bath",2,Colorado State,Colorado Springs,2013,973.306372992
"2 Bed, 2 Bath",3,Colorado State,Colorado Springs,2013,1005.10905498
"2 Bed, 2 Bath",4,Colorado State,Colorado Springs,2013,976.314617434
"2 Bed, 2 Bath",1,Colorado State,Colorado Springs,2014,1020.99105513
"2 Bed, 2 Bath",2,Colorado State,Colorado Springs,2014,1059.23346268
"2 Bed, 2 Bath",3,Colorado State,Colorado Springs,2014,1056.5778458
"2 Bed, 2 Bath",4,Colorado State,Colorado Springs,2014,1050.08945079
"2 Bed, 2 Bath",1,Colorado State,Colorado Springs,2015,1059.77917307
"2 Bed, 2 Bath",2,Colorado State,Colorado Springs,2015,1079.04856989
"2 Bed, 2 Bath",3,Colorado State,Colorado Springs,2015,1112.01641235
"2 Bed, 2 Bath",4,Colorado State,Colorado Springs,2015,NA
3 Bed,1,Colorado State,Colorado Springs,1996,603.81
3 Bed,3,Colorado State,Colorado Springs,1996,614.01
3 Bed,1,Colorado State,Colorado Springs,1997,701.86
3 Bed,3,Colorado State,Colorado Springs,1997,655.39
3 Bed,1,Colorado State,Colorado Springs,1998,783.65
3 Bed,3,Colorado State,Colorado Springs,1998,898.27
3 Bed,1,Colorado State,Colorado Springs,1999,780.04
3 Bed,3,Colorado State,Colorado Springs,1999,820.64
3 Bed,1,Colorado State,Colorado Springs,2000,903.25
3 Bed,3,Colorado State,Colorado Springs,2000,952.66
3 Bed,1,Colorado State,Colorado Springs,2001,848.1
3 Bed,3,Colorado State,Colorado Springs,2001,917.33
3 Bed,1,Colorado State,Colorado Springs,2002,835.51
3 Bed,3,Colorado State,Colorado Springs,2002,843.98
3 Bed,1,Colorado State,Colorado Springs,2003,869.09
3 Bed,3,Colorado State,Colorado Springs,2003,898.3238636363636
3 Bed,1,Colorado State,Colorado Springs,2004,846.7066225165563
3 Bed,3,Colorado State,Colorado Springs,2004,939.2546419098143
3 Bed,1,Colorado State,Colorado Springs,2005,886.8688118811881
3 Bed,3,Colorado State,Colorado Springs,2005,993.325738916
3 Bed,1,Colorado State,Colorado Springs,2006,965.524017467
3 Bed,3,Colorado State,Colorado Springs,2006,884.073002755
3 Bed,4,Colorado State,Colorado Springs,2006,873.946037001
3 Bed,1,Colorado State,Colorado Springs,2007,921.71406086
3 Bed,2,Colorado State,Colorado Springs,2007,921.207089552
3 Bed,3,Colorado State,Colorado Springs,2007,935.188492063
3 Bed,4,Colorado State,Colorado Springs,2007,988.986357616
3 Bed,1,Colorado State,Colorado Springs,2008,962.240588957
3 Bed,2,Colorado State,Colorado Springs,2008,984.281272265
3 Bed,3,Colorado State,Colorado Springs,2008,961.82015873
3 Bed,4,Colorado State,Colorado Springs,2008,1002.40897269
3 Bed,1,Colorado State,Colorado Springs,2009,971.516499283
3 Bed,2,Colorado State,Colorado Springs,2009,969.265682657
3 Bed,3,Colorado State,Colorado Springs,2009,965.22229064
3 Bed,4,Colorado State,Colorado Springs,2009,987.230944255
3 Bed,1,Colorado State,Colorado Springs,2010,976.960890493
3 Bed,2,Colorado State,Colorado Springs,2010,997.755972696
3 Bed,3,Colorado State,Colorado Springs,2010,1022.87002252
3 Bed,4,Colorado State,Colorado Springs,2010,991.123898678
3 Bed,1,Colorado State,Colorado Springs,2011,1012.11592506
3 Bed,2,Colorado State,Colorado Springs,2011,1025.24129353
3 Bed,3,Colorado State,Colorado Springs,2011,1032.73048327
3 Bed,4,Colorado State,Colorado Springs,2011,1074.13438735
3 Bed,1,Colorado State,Colorado Springs,2012,1052.08285714
3 Bed,2,Colorado State,Colorado Springs,2012,1047.39285714
3 Bed,3,Colorado State,Colorado Springs,2012,1075.16082384
3 Bed,4,Colorado State,Colorado Springs,2012,1073.22918532
3 Bed,1,Colorado State,Colorado Springs,2013,1073.84804754
3 Bed,2,Colorado State,Colorado Springs,2013,1151.04422111
3 Bed,3,Colorado State,Colorado Springs,2013,1175.50049116
3 Bed,4,Colorado State,Colorado Springs,2013,1106.21943431
3 Bed,1,Colorado State,Colorado Springs,2014,1138.51155556
3 Bed,2,Colorado State,Colorado Springs,2014,1199.61217641
3 Bed,3,Colorado State,Colorado Springs,2014,1236.61045943
3 Bed,4,Colorado State,Colorado Springs,2014,1206.47518727
3 Bed,1,Colorado State,Colorado Springs,2015,1228.49077491
3 Bed,2,Colorado State,Colorado Springs,2015,1330.67249417
3 Bed,3,Colorado State,Colorado Springs,2015,1318.8889414
3 Bed,4,Colorado State,Colorado Springs,2015,NA
All,1,Colorado State,Colorado Springs,1996,497.17
All,3,Colorado State,Colorado Springs,1996,532.75
All,1,Colorado State,Colorado Springs,1997,537.74
All,3,Colorado State,Colorado Springs,1997,555.71
All,1,Colorado State,Colorado Springs,1998,568.46
All,3,Colorado State,Colorado Springs,1998,594.08
All,1,Colorado State,Colorado Springs,1999,591.88
All,3,Colorado State,Colorado Springs,1999,610.3
All,1,Colorado State,Colorado Springs,2000,619.97
All,3,Colorado State,Colorado Springs,2000,668.23
All,1,Colorado State,Colorado Springs,2001,641.7
All,3,Colorado State,Colorado Springs,2001,698.27
All,1,Colorado State,Colorado Springs,2002,658.11
All,3,Colorado State,Colorado Springs,2002,643.61
All,1,Colorado State,Colorado Springs,2003,658.26
All,3,Colorado State,Colorado Springs,2003,666.7879939730155
All,1,Colorado State,Colorado Springs,2004,651.9871515975527
All,3,Colorado State,Colorado Springs,2004,686.9837063211621
All,1,Colorado State,Colorado Springs,2005,672.6475439882698
All,3,Colorado State,Colorado Springs,2005,684.159170723
All,1,Colorado State,Colorado Springs,2006,703.10277365
All,3,Colorado State,Colorado Springs,2006,695.359790413
All,4,Colorado State,Colorado Springs,2006,691.239387951
All,1,Colorado State,Colorado Springs,2007,700.660926004
All,2,Colorado State,Colorado Springs,2007,683.061987882
All,3,Colorado State,Colorado Springs,2007,703.736629507
All,4,Colorado State,Colorado Springs,2007,703.817236581
All,1,Colorado State,Colorado Springs,2008,689.646791902
All,2,Colorado State,Colorado Springs,2008,706.510393533
All,3,Colorado State,Colorado Springs,2008,699.092603411
All,4,Colorado State,Colorado Springs,2008,713.283612128
All,1,Colorado State,Colorado Springs,2009,693.142540572
All,2,Colorado State,Colorado Springs,2009,717.247771203
All,3,Colorado State,Colorado Springs,2009,693.989444544
All,4,Colorado State,Colorado Springs,2009,711.656145989
All,1,Colorado State,Colorado Springs,2010,709.991126793
All,2,Colorado State,Colorado Springs,2010,719.224118945
All,3,Colorado State,Colorado Springs,2010,729.465551625
All,4,Colorado State,Colorado Springs,2010,738.153524946
All,1,Colorado State,Colorado Springs,2011,736.995517823
All,2,Colorado State,Colorado Springs,2011,761.86336253
All,3,Colorado State,Colorado Springs,2011,778.346448354
All,4,Colorado State,Colorado Springs,2011,775.436957665
All,1,Colorado State,Colorado Springs,2012,754.767545178
All,2,Colorado State,Colorado Springs,2012,776.854724522
All,3,Colorado State,Colorado Springs,2012,787.221394193
All,4,Colorado State,Colorado Springs,2012,790.954643684
All,1,Colorado State,Colorado Springs,2013,787.741470004
All,2,Colorado State,Colorado Springs,2013,810.993347734
All,3,Colorado State,Colorado Springs,2013,830.270965723
All,4,Colorado State,Colorado Springs,2013,799.672865212
All,1,Colorado State,Colorado Springs,2014,822.139619474
All,2,Colorado State,Colorado Springs,2014,861.041192578
All,3,Colorado State,Colorado Springs,2014,881.286171575
All,4,Colorado State,Colorado Springs,2014,856.399226985
All,1,Colorado State,Colorado Springs,2015,878.857988675
All,2,Colorado State,Colorado Springs,2015,899.220741129
All,3,Colorado State,Colorado Springs,2015,932.249447812
All,4,Colorado State,Colorado Springs,2015,NA
Efficiency,1,Colorado State,Durango,1996,NA
Efficiency,3,Colorado State,Durango,1996,485.83
Efficiency,1,Colorado State,Durango,1997,506.24
Efficiency,3,Colorado State,Durango,1997,529.88
Efficiency,1,Colorado State,Durango,1998,539.55
Efficiency,3,Colorado State,Durango,1998,382.23
Efficiency,1,Colorado State,Durango,1999,504.07
Efficiency,3,Colorado State,Durango,1999,513.0
Efficiency,1,Colorado State,Durango,2000,378.0
Efficiency,3,Colorado State,Durango,2000,408.0
Efficiency,1,Colorado State,Durango,2001,538.0
Efficiency,3,Colorado State,Durango,2001,NA
Efficiency,1,Colorado State,Durango,2002,588.0
Efficiency,3,Colorado State,Durango,2002,445.0
Efficiency,1,Colorado State,Durango,2003,557.44
Efficiency,3,Colorado State,Durango,2003,712.5
Efficiency,1,Colorado State,Durango,2004,712.5
Efficiency,3,Colorado State,Durango,2004,478.66438356164383
Efficiency,1,Colorado State,Durango,2005,485.0609756097561
Efficiency,3,Colorado State,Durango,2005,611.904761905
Efficiency,1,Colorado State,Durango,2006,558.387096774
Efficiency,3,Colorado State,Durango,2006,554.318181818
Efficiency,4,Colorado State,Durango,2006,NA
Efficiency,1,Colorado State,Durango,2007,559.888059701
Efficiency,2,Colorado State,Durango,2007,NA
Efficiency,3,Colorado State,Durango,2007,571.082089552
Efficiency,4,Colorado State,Durango,2007,NA
Efficiency,1,Colorado State,Durango,2008,567.350746269
Efficiency,2,Colorado State,Durango,2008,NA
Efficiency,3,Colorado State,Durango,2008,608.552631579
Efficiency,4,Colorado State,Durango,2008,NA
Efficiency,1,Colorado State,Durango,2009,543.863636364
Efficiency,3,Colorado State,Durango,2009,548.863636364
Efficiency,4,Colorado State,Durango,2009,NA
Efficiency,1,Colorado State,Durango,2010,553.409090909
Efficiency,2,Colorado State,Durango,2010,NA
Efficiency,3,Colorado State,Durango,2010,557.954545455
Efficiency,4,Colorado State,Durango,2010,NA
Efficiency,1,Colorado State,Durango,2011,568.863636364
Efficiency,2,Colorado State,Durango,2011,NA
Efficiency,3,Colorado State,Durango,2011,586.956521739
Efficiency,4,Colorado State,Durango,2011,NA
Efficiency,1,Colorado State,Durango,2012,887.5
Efficiency,2,Colorado State,Durango,2012,NA
Efficiency,3,Colorado State,Durango,2012,NA
Efficiency,4,Colorado State,Durango,2012,NA
Efficiency,1,Colorado State,Durango,2013,987.5
Efficiency,2,Colorado State,Durango,2013,NA
Efficiency,3,Colorado State,Durango,2013,1045.0
Efficiency,4,Colorado State,Durango,2013,NA
Efficiency,1,Colorado State,Durango,2014,NA
Efficiency,2,Colorado State,Durango,2014,NA
Efficiency,3,Colorado State,Durango,2014,1162.5
Efficiency,4,Colorado State,Durango,2014,NA
Efficiency,1,Colorado State,Durango,2015,1087.5
Efficiency,2,Colorado State,Durango,2015,NA
Efficiency,3,Colorado State,Durango,2015,1112.5
Efficiency,4,Colorado State,Durango,2015,NA
1 Bed,1,Colorado State,Durango,1996,571.33
1 Bed,3,Colorado State,Durango,1996,602.04
1 Bed,1,Colorado State,Durango,1997,593.73
1 Bed,3,Colorado State,Durango,1997,597.5
1 Bed,1,Colorado State,Durango,1998,457.04
1 Bed,3,Colorado State,Durango,1998,487.33
1 Bed,1,Colorado State,Durango,1999,515.97
1 Bed,3,Colorado State,Durango,1999,523.75
1 Bed,1,Colorado State,Durango,2000,513.0
1 Bed,3,Colorado State,Durango,2000,488.88
1 Bed,1,Colorado State,Durango,2001,655.36
1 Bed,3,Colorado State,Durango,2001,620.81
1 Bed,1,Colorado State,Durango,2002,641.95
1 Bed,3,Colorado State,Durango,2002,593.67
1 Bed,1,Colorado State,Durango,2003,554.35
1 Bed,3,Colorado State,Durango,2003,636.8055555555555
1 Bed,1,Colorado State,Durango,2004,626.9396551724138
1 Bed,3,Colorado State,Durango,2004,613.139880952381
1 Bed,1,Colorado State,Durango,2005,665.0210084033613
1 Bed,3,Colorado State,Durango,2005,703.5
1 Bed,1,Colorado State,Durango,2006,688.852459016
1 Bed,3,Colorado State,Durango,2006,710.3515625
1 Bed,4,Colorado State,Durango,2006,NA
1 Bed,1,Colorado State,Durango,2007,710.805084746
1 Bed,2,Colorado State,Durango,2007,NA
1 Bed,3,Colorado State,Durango,2007,734.932432432
1 Bed,4,Colorado State,Durango,2007,NA
1 Bed,1,Colorado State,Durango,2008,748.785714286
1 Bed,2,Colorado State,Durango,2008,NA
1 Bed,3,Colorado State,Durango,2008,765.330188679
1 Bed,4,Colorado State,Durango,2008,NA
1 Bed,1,Colorado State,Durango,2009,726.275510204
1 Bed,2,Colorado State,Durango,2009,NA
1 Bed,3,Colorado State,Durango,2009,767.474489796
1 Bed,4,Colorado State,Durango,2009,NA
1 Bed,1,Colorado State,Durango,2010,733.613989637
1 Bed,2,Colorado State,Durango,2010,NA
1 Bed,3,Colorado State,Durango,2010,729.395604396
1 Bed,4,Colorado State,Durango,2010,NA
1 Bed,1,Colorado State,Durango,2011,734.315789474
1 Bed,2,Colorado State,Durango,2011,NA
1 Bed,3,Colorado State,Durango,2011,747.416201117
1 Bed,4,Colorado State,Durango,2011,NA
1 Bed,1,Colorado State,Durango,2012,845.9
1 Bed,2,Colorado State,Durango,2012,NA
1 Bed,3,Colorado State,Durango,2012,720.833333333
1 Bed,4,Colorado State,Durango,2012,NA
1 Bed,1,Colorado State,Durango,2013,818.916666667
1 Bed,2,Colorado State,Durango,2013,NA
1 Bed,3,Colorado State,Durango,2013,802.642857143
1 Bed,4,Colorado State,Durango,2013,NA
1 Bed,1,Colorado State,Durango,2014,832.155172414
1 Bed,2,Colorado State,Durango,2014,NA
1 Bed,3,Colorado State,Durango,2014,1004.9
1 Bed,4,Colorado State,Durango,2014,NA
1 Bed,1,Colorado State,Durango,2015,975.6
1 Bed,2,Colorado State,Durango,2015,NA
1 Bed,3,Colorado State,Durango,2015,985.0
1 Bed,4,Colorado State,Durango,2015,NA
"2 Bed, 1 Bath",1,Colorado State,Durango,1996,532.6
"2 Bed, 1 Bath",3,Colorado State,Durango,1996,674.34
"2 Bed, 1 Bath",1,Colorado State,Durango,1997,674.97
"2 Bed, 1 Bath",3,Colorado State,Durango,1997,609.6
"2 Bed, 1 Bath",1,Colorado State,Durango,1998,423.58
"2 Bed, 1 Bath",3,Colorado State,Durango,1998,690.27
"2 Bed, 1 Bath",1,Colorado State,Durango,1999,704.57
"2 Bed, 1 Bath",3,Colorado State,Durango,1999,721.68
"2 Bed, 1 Bath",1,Colorado State,Durango,2000,535.4
"2 Bed, 1 Bath",3,Colorado State,Durango,2000,553.78
"2 Bed, 1 Bath",1,Colorado State,Durango,2001,631.06
"2 Bed, 1 Bath",3,Colorado State,Durango,2001,648.89
"2 Bed, 1 Bath",1,Colorado State,Durango,2002,672.74
"2 Bed, 1 Bath",3,Colorado State,Durango,2002,635.67
"2 Bed, 1 Bath",1,Colorado State,Durango,2003,657.69
"2 Bed, 1 Bath",3,Colorado State,Durango,2003,679.3949771689498
"2 Bed, 1 Bath",1,Colorado State,Durango,2004,709.5128205128206
"2 Bed, 1 Bath",3,Colorado State,Durango,2004,712.7058823529412
"2 Bed, 1 Bath",1,Colorado State,Durango,2005,737.5
"2 Bed, 1 Bath",3,Colorado State,Durango,2005,632.579787234
"2 Bed, 1 Bath",1,Colorado State,Durango,2006,741.337209302
"2 Bed, 1 Bath",3,Colorado State,Durango,2006,757.726130653
"2 Bed, 1 Bath",4,Colorado State,Durango,2006,NA
"2 Bed, 1 Bath",1,Colorado State,Durango,2007,788.521634615
"2 Bed, 1 Bath",2,Colorado State,Durango,2007,NA
"2 Bed, 1 Bath",3,Colorado State,Durango,2007,804.917061611
"2 Bed, 1 Bath",4,Colorado State,Durango,2007,NA
"2 Bed, 1 Bath",1,Colorado State,Durango,2008,794.814814815
"2 Bed, 1 Bath",2,Colorado State,Durango,2008,NA
"2 Bed, 1 Bath",3,Colorado State,Durango,2008,880.095108696
"2 Bed, 1 Bath",4,Colorado State,Durango,2008,NA
"2 Bed, 1 Bath",1,Colorado State,Durango,2009,959.791666667
"2 Bed, 1 Bath",2,Colorado State,Durango,2009,NA
"2 Bed, 1 Bath",3,Colorado State,Durango,2009,856.878698225
"2 Bed, 1 Bath",4,Colorado State,Durango,2009,NA
"2 Bed, 1 Bath",1,Colorado State,Durango,2010,783.22147651
"2 Bed, 1 Bath",2,Colorado State,Durango,2010,NA
"2 Bed, 1 Bath",3,Colorado State,Durango,2010,777.788461538
"2 Bed, 1 Bath",4,Colorado State,Durango,2010,NA
"2 Bed, 1 Bath",1,Colorado State,Durango,2011,758.391608392
"2 Bed, 1 Bath",2,Colorado State,Durango,2011,NA
